2020年,09月,5,限於網站設定必須選擇不同機場，請以出發地點為準。緣於covid19疫情，大部分的國際間移動措施必須受限，但華航發揮巧思，準備一日小小空服員的體驗活動，上午帶孩子認識空服員的工作，下午實際飛行至日本空域再折返。搭乘737機型故經濟艙座位沒有單獨娛樂設施。無論是餐點、設施或服務都非常貼心，感謝企劃人員與全體服務人員的照顧
2020年,06月,1,非常不推薦中華航空，我買的是經濟尊爵的票，網站顯示改期是免手續費的，我打去客服改期卻說只免費改期一次，即使機票價錢和當初買的是一樣，雖然免手續費也必須收取費用。於是我問臉書客服，卻說可以無限次免費改機票，根本就是雙重標準! 而我跟客服要網站關於改期的收費，網站也並沒有清楚說明。建議大家不要浪費錢去買尊爵的票，根本是浪費錢! 說是無限次改期，結果還是一樣要收費!
2020年,03月,4,"此為夜航班機機上餐有兩份一份主餐及一份早餐,機長及服務人員都很親切.因為是夜航所以大家都不會太吵因為都愛睡覺,抵達時機長降落平穩."
2020年,03月,5,搭過冰島航空，阿聯酋，阿提哈德各家航空，還是國航服務優於其他國外地區航空，能盡力滿足乘客需求，感受到我們台灣人的親切感。
2020年,03月,5,"從小港機場出發往日本九州中南部的好選擇,價格合理.且去程和回程航班時間都很好,全家出遊可減少往返桃機舟車勞頓"
2020年,03月,5,我每一次去台灣都非常喜歡坐中華，因為時間都很準時，而且吃的飛機餐也是熱熱的，也很台灣味，未到台灣就已經吃得到台灣味道，因為很多航空公司未必再短途飛機上吃到熱食，所以大家喜歡吃熱食可以選用中華
2020年,03月,4,之前也會選擇坐廉航，時間久了覺得其實價錢差不多。華航的班機時間對旅遊者來說，更富有彈性和機動性。畢竟大公司，比較安心。
2020年,02月,4,服務人員親切，空間略嫌狹小，飛機餐尚可。當天飛機準時出發，但比預定時間還提早抵達，連導遊都說第一次搭到華航飛這麼快的。
2020年,02月,5,報到櫃台服務迅速，貴賓室略嫌壅擠，但各式食物充足，登機口中規中矩，機上空服人員細心的服務並記錄所有乘客的需求，機上餐食也是選擇多樣且美味
2020年,02月,5,從在西安機場check in地勤人員，到登機後飛機上的客服人員，每一個人臉上都帶著笑容，有問必答，服務態度超級親切，餐點也美味。
2020年,02月,3,"雖然飛機遲了十幾分鐘起飛, 但到達時間比目標的更早到達! 原來我乘搭早上的班機, 相信因疫情問題取消了, 被改到下午出發, 幸好機長效率很高。"
2020年,02月,4,因為飛航的時間是凌晨所以上飛機最需要的是休息，但是飛機機型明顯較小，所以空間 也不大，睡覺明顯覺得不是很舒服，只能說中規中矩，無法與阿聯酋相比。
2020年,02月,3,怎麼說呢...........華航的過年班機坐過這麼多次，服務人員的表現也都差不多是這樣子，不過不知道是不是我的錯覺，總覺得男空服員的表現和態度明顯比女空服員來的優很多，或許公司可以探討看看為何會有這樣的現象
2020年,02月,1,"1.空服員態度、邏輯很有問題。2.線上check in 很不方便。原以為既為本地最老牌航空公司，應有一定的品質及信用，沒想這次的華航經驗，著實讓人不愉快。話說這次搭的航班是從奧克蘭飛往布里斯本轉機回台北，第一段奧克蘭到布里斯本，因為機上空調有點強，不少乘客跟空服員要了毛毯，而空服員邊發毛毯的同時，也大聲的跟乘客說「你們要知道，飛機上的毛毯都是沒有在洗的，所以不要使用，而且準備禦寒衣物本來就是你們乘客的義務」.......嗯......雖然我也不能說這位空服員說得有誤，但航空公司是這樣教導空服員跟乘客互動嗎?又或，如果毛毯很髒，不是應該要定期清洗嗎?如果也不想洗，那是不是乾脆就先行告知、教育乘客，未來就不要提供了啊!又要提供又不洗，髒了又叫乘客不要用，這不是很奇怪嗎?第二段布里斯本回台北更扯，全程大概8-9小時，我前面的乘客一直到第二餐發餐時，仍把座椅壓到最下面，中間因為我也在睡覺沒說什麼，直到空服員發餐時(因為餐盤幾乎放不進來我的餐桌)，我向空服員表示可能要請她先請前面乘客把椅子調回原位(因為其他空服員都是先請調整座位後才放餐)，沒想到空服員仍堅持要先把餐盤放到我桌上，然後才請前面的人調整，我的疑問是，調整過程如果東西灑出來，是我要自認倒楣嗎?!這其實也不是什麼大事情，自然也沒放心上；未料，餐畢，前面乘客又直接把座椅整個往後躺，我跟她反應是不是躺一半就好，不要壓到最下面(這時候離降落也只剩53分鐘了)?!這時候，那個空服員又跑出來，一副好像是我在找麻煩一樣，就開始跟我說一大堆，那一根稻草話語就是:「飛機座椅的設計既然可以壓到那麼低，就代表乘客有權利可以把椅子壓到那麼低。」我問:「所以後面的乘客都沒有拒絕的權利囉? 」 她頓時語塞了，回我「那你也可以把椅子往後壓啊! 」........換我無言了，所以是一種冤冤相報的概念嗎?而且，更有趣的是，我剛好是坐在縮排的位置(只有2個座位)，也就是我前方是3個位子，而當天乘坐的是一對母子，基本上，靠道的座位隨便你躺，後面都沒有乘客，又或你可以靠窗橫躺，也沒有人會阻止你，但他們就是選擇中間的位子往後全壓，當然也沒有先知會我，也許他們有他們的理由，當他們因我的反應願意把椅子調整回去的同時，妳空服員""積極主動""的干涉也就算了，還說出這番言詞.....嗯.....其實有搭過飛機的人都知道，如果前方座椅整個後壓，後方的空間舒適度或看電視，都是很不舒服的，但是，華航空服員教導我--因為這是權利，所以當別人造成我的不舒服時，我也要去造成另一個人的不舒服! 華航精神是嘛?! 受教了~~~~話說，我個人以為航空公司推動線上check in是為了方便確認當天乘客數量、便利乘客自行劃位(還有加價更多空間的可能性)及清算候補座位，但我從來沒有看過一間航空公司，在我前一天就做線上check in時，座位只剩下5個空位可以選擇，更有趣的是，上機後，才發現，同一區的位子都沒有滿耶~所以是，座位不開放選擇?!如果是這樣，那是不是能在購買機票時就選位?! 我是不知道是否是我的誤解，只知道我搭其他航空公司時，沒遇過這樣""如此虛滿""的狀況。"
2020年,01月,2,空姐都是一臉臭臉，口氣態度差，餐點麵 超難吃，帶個嬰兒出門還一直要矯正嬰兒睡覺姿勢，雖然沒買嬰兒座位是附加票，但不能好好說？嬰兒就在睡覺聲音也不會壓低，評價給2分是因為設備還可以，用餐時也都無詢問是否需要茶或水或飲料，整體跟阿聯差太多了，不推薦坐乘，以後也不會搭乘，評價滿分五分的話 服務1分 設備4分 乘坐舒適度1分（座椅空間寬敞度等等）總評2分
2020年,01月,4,假期希望休息一下，去旅行又不想太趕急，因此選了高雄至北海道航班。每天一班來回，中午去晚上七時回。使用的是空中巴士A330，舒適。航班最好之處是去程和回程入境關口都不是高峰期，時間舒適好用。唯一缺點是新千歲機場櫃檯一定航班二小時才開放，使到在機場貴賓室時間變得可有可無。
2020年,01月,4,來回皆是最新的A350-900，機內空氣艙壓確實比一般飛機舒適。雖然只是經濟艙但新的薄型椅背坐起來不錯活動空間也還OK。機上影音觸控即反應速度皆不錯，唯獨機上耳機品質實在太差大扣分，回程時耳機正常去程同行三人就有兩人單邊無聲。台灣出發時餐點品質普普，回程由雅加達當地空廚提供的餐點味道就好很多。
2020年,01月,3,由香港經台北轉機到名古屋! 第一程和第二程機上都沒有娛樂提供! 香港到台北航程較短是可以理解! 但是台北到名古屋都沒有就不能接受了!
2020年,01月,3,從美國加州安大略機場回台灣，坐的空中巴士是波音777，機上娛樂螢幕是採用觸控式的。直飛的時間約為14個鐘頭。剛好遇上跨年。機上ㄧ片喜氣洋洋。氣氛十分熱鬧。很多旅客都是攜家帶眷的回來。讓人有過新年的味道。
2020年,01月,4,這次是家庭小旅行，華航通常是我出國搭乘的優先考量，讓我喜歡的是機上的影片或音樂的選擇很多，加上寬長舒適的座位空間，不會感到無聊。
